TE_name	ClassI_LTR	ClassI_nLTR
ClassI_LTR_Gypsy_545	1.0	1.1306278e-21
ClassI_LTR_Gypsy_546	0.9999999	1.2175067e-07
ClassI_LTR_Gypsy_547	0.9999999	1.2633424e-07
ClassI_LTR_Gypsy_548	0.9493921	0.050607905
ClassI_LTR_Gypsy_550	0.99999726	2.7599538e-06
ClassI_LTR_Gypsy_552	0.9999999	1.6748577e-07
ClassI_LTR_Gypsy_553	0.9717481	0.028251864
ClassI_LTR_Gypsy_554	0.9995383	0.00046172977
ClassI_LTR_Gypsy_555	1.0	1.9168122e-11
ClassI_LTR_Gypsy_556	0.70945024	0.29054978
ClassI_LTR_Gypsy_557	0.90907454	0.09092545
ClassI_LTR_Gypsy_558	1.0	1.4270929e-17
ClassI_LTR_Gypsy_559	0.99944144	0.0005585851
ClassI_LTR_Gypsy_560	1.0	1.3259326e-11
ClassI_LTR_Gypsy_561	0.90805477	0.09194528
ClassI_LTR_Gypsy_562	1.0	1.9793822e-08
ClassI_LTR_Gypsy_563	0.9760675	0.023932498
ClassI_LTR_Gypsy_564	0.9999988	1.1628332e-06
ClassI_LTR_Gypsy_565	0.9303679	0.069632076
ClassI_LTR_Gypsy_566	0.99993455	6.54662e-05
ClassI_LTR_Gypsy_567	1.0	1.0178349e-14
ClassI_LTR_Gypsy_568	0.9999993	7.2391595e-07
ClassI_LTR_Gypsy_571	1.0	5.479885e-15
ClassI_LTR_Gypsy_572	0.9510832	0.048916847
ClassI_LTR_Gypsy_573	0.56444746	0.4355525
ClassI_LTR_Gypsy_574	0.9971859	0.002814146
ClassI_LTR_Gypsy_575	0.9999746	2.5371186e-05
ClassI_LTR_Gypsy_576	0.9999919	8.084896e-06
ClassI_LTR_Gypsy_577	0.9231353	0.07686469
ClassI_LTR_Gypsy_578	1.0	2.593746e-13
ClassI_LTR_Gypsy_579	1.0	4.101552e-15
ClassI_LTR_Gypsy_580	1.0	5.758346e-19
ClassI_LTR_Gypsy_581	0.6751704	0.3248295
ClassI_LTR_Gypsy_582	0.996838	0.0031620674
ClassI_LTR_Gypsy_583	0.99999976	2.8546202e-07
ClassI_LTR_Gypsy_584	1.0	6.665024e-11
ClassI_LTR_Gypsy_586	0.9998367	0.00016326016
ClassI_LTR_Gypsy_587	0.99999774	2.2883994e-06
ClassI_LTR_Gypsy_588	1.0	4.532713e-14
ClassI_LTR_Gypsy_589	1.0	1.871601e-20
ClassI_LTR_Gypsy_591	1.0	7.014108e-19
ClassI_LTR_Gypsy_592	0.9999833	1.6727134e-05
ClassI_LTR_Gypsy_593	0.97250676	0.02749326
ClassI_LTR_Gypsy_594	1.0	4.199826e-08
ClassI_LTR_Gypsy_595	0.9998493	0.00015068088
ClassI_LTR_Gypsy_596	0.71981037	0.2801896
ClassI_LTR_Gypsy_597	0.9938497	0.006150366
ClassI_LTR_Gypsy_598	0.9953543	0.004645754
ClassI_LTR_Gypsy_599	0.9891802	0.010819785
ClassI_LTR_Gypsy_600	1.0	5.0078168e-15
ClassI_LTR_Gypsy_601	1.0	3.2938222e-12
ClassI_LTR_Gypsy_602	0.9975618	0.0024381739
ClassI_LTR_Gypsy_603	1.0	6.682052e-12
ClassI_LTR_Gypsy_604	0.99998856	1.1429154e-05
ClassI_LTR_Gypsy_605	0.96767855	0.032321446
ClassI_LTR_Gypsy_606	0.99136275	0.008637333
ClassI_LTR_Gypsy_607	0.9999907	9.2618475e-06
ClassI_LTR_Gypsy_608	0.9999995	4.786208e-07
ClassI_LTR_Gypsy_609	1.0	1.6012682e-20
ClassI_LTR_Gypsy_610	1.0	1.74459e-13
ClassI_LTR_Gypsy_611	0.99999917	8.274935e-07
ClassI_LTR_Gypsy_612	1.0	2.9416462e-20
ClassI_LTR_Gypsy_613	1.0	5.806589e-11
ClassI_LTR_Gypsy_614	1.0	2.3881883e-11
ClassI_LTR_Gypsy_615	1.0	6.5767776e-15
ClassI_LTR_Gypsy_616	1.0	1.8423529e-12
ClassI_LTR_Gypsy_617	1.0	1.33509e-13
ClassI_LTR_Gypsy_618	1.0	1.4048515e-11
ClassI_LTR_Gypsy_619	1.0	1.8097136e-18
ClassI_LTR_Gypsy_620	1.0	1.099602e-14
ClassI_LTR_Gypsy_621	1.0	1.2569048e-09
ClassI_LTR_Gypsy_622	0.975964	0.02403599
ClassI_LTR_Gypsy_623	0.99998593	1.4056334e-05
ClassI_LTR_Gypsy_624	0.9996495	0.0003504229
ClassI_LTR_Gypsy_625	1.0	7.5495363e-19
ClassI_LTR_Gypsy_626	1.0	1.01768095e-19
ClassI_LTR_Gypsy_627	0.99992967	7.034471e-05
ClassI_LTR_Gypsy_628	0.99999976	2.6665396e-07
ClassI_LTR_Gypsy_629	1.0	9.876337e-12
ClassI_LTR_Gypsy_630	1.0	3.2777933e-18
ClassI_LTR_Gypsy_631	1.0	6.5028443e-12
ClassI_LTR_Gypsy_633	1.0	6.562609e-14
ClassI_LTR_Gypsy_634	0.9999918	8.241666e-06
ClassI_LTR_Gypsy_635	0.93272626	0.06727372
ClassI_LTR_Gypsy_636	1.0	5.6287904e-21
ClassI_LTR_Gypsy_637	1.0	1.135819e-22
ClassI_LTR_Gypsy_638	1.0	1.195849e-14
ClassI_LTR_Gypsy_639	1.0	1.00923684e-13
ClassI_LTR_Gypsy_641	1.0	2.3500962e-18
ClassI_LTR_Gypsy_642	1.0	4.9441134e-08
ClassI_LTR_Gypsy_643	1.0	2.931139e-20
ClassI_LTR_Gypsy_644	0.9998165	0.0001835212
ClassI_LTR_Gypsy_645	0.62739575	0.37260425
ClassI_LTR_Gypsy_646	1.0	3.979177e-11
ClassI_LTR_Gypsy_647	1.0	2.6235154e-16
ClassI_LTR_Gypsy_648	0.9822045	0.017795477
ClassI_LTR_Gypsy_649	0.99974805	0.00025189476
ClassI_LTR_Gypsy_650	0.99836284	0.0016371524
ClassI_LTR_Gypsy_651	1.0	1.7636026e-25
ClassI_LTR_Gypsy_652	0.99906415	0.0009358342
ClassI_LTR_Gypsy_653	0.99899596	0.0010040087
ClassI_LTR_Gypsy_654	1.0	9.177123e-21
ClassI_LTR_Gypsy_655	0.99946314	0.0005369078
ClassI_LTR_Gypsy_656	1.0	1.1997014e-13
ClassI_LTR_Gypsy_657	0.999936	6.398668e-05
ClassI_LTR_Gypsy_659	1.0	1.0804024e-11
ClassI_LTR_Gypsy_660	1.0	8.575292e-09
ClassI_LTR_Gypsy_661	0.9999889	1.11125655e-05
ClassI_LTR_Gypsy_662	0.96306896	0.036930986
ClassI_LTR_Gypsy_663	0.9999974	2.5923932e-06
ClassI_LTR_Gypsy_665	0.99796814	0.0020317864
ClassI_LTR_Gypsy_666	0.99182874	0.008171187
ClassI_LTR_Gypsy_667	1.0	9.377078e-18
ClassI_LTR_Gypsy_668	1.0	2.48728e-23
ClassI_LTR_Gypsy_669	0.7682618	0.23173821
ClassI_LTR_Gypsy_670	1.0	4.9637074e-13
ClassI_LTR_Gypsy_671	1.0	1.2546174e-09
ClassI_LTR_Gypsy_672	1.0	5.5095864e-15
ClassI_LTR_Gypsy_673	0.9999999	1.0680252e-07
ClassI_LTR_Gypsy_674	1.0	7.4627943e-22
ClassI_LTR_Gypsy_676	1.0	1.1086359e-15
ClassI_LTR_Gypsy_677	1.0	6.7635566e-22
ClassI_LTR_Gypsy_678	0.9983205	0.0016794716
ClassI_LTR_Gypsy_680	1.0	7.8375544e-20
ClassI_LTR_Gypsy_681	1.0	4.0321346e-09
ClassI_LTR_Gypsy_682	1.0	1.3606234e-12
ClassI_LTR_Gypsy_683	0.9992353	0.0007646814
ClassI_LTR_Gypsy_684	1.0	4.2810022e-08
ClassI_LTR_Gypsy_685	0.9993612	0.0006387794
ClassI_LTR_Gypsy_686	0.99516875	0.004831244
ClassI_LTR_Gypsy_689	0.99999976	2.748418e-07
ClassI_LTR_Gypsy_690	0.98602575	0.01397424
ClassI_LTR_Gypsy_691	0.9999999	1.461606e-07
ClassI_LTR_Gypsy_692	0.9944661	0.0055339234
ClassI_LTR_Gypsy_693	1.0	9.940394e-10
ClassI_LTR_Gypsy_695	0.9999999	1.4889419e-07
ClassI_LTR_Gypsy_696	1.0	1.7814415e-08
ClassI_LTR_Gypsy_697	1.0	2.8391062e-19
ClassI_LTR_Gypsy_698	1.0	5.5449763e-19
ClassI_LTR_Gypsy_699	0.9999999	1.6151495e-07
ClassI_LTR_Gypsy_700	1.0	1.2120293e-13
ClassI_LTR_Gypsy_701	0.9856178	0.014382208
ClassI_LTR_Gypsy_702	1.0	1.1275684e-08
ClassI_LTR_Gypsy_703	0.995637	0.0043629766
ClassI_LTR_Gypsy_704	0.9999987	1.2562352e-06
ClassI_LTR_Gypsy_706	0.9993668	0.0006332531
ClassI_LTR_Gypsy_707	1.0	7.924761e-15
ClassI_LTR_Gypsy_708	1.0	1.150702e-17
ClassI_LTR_Gypsy_709	1.0	2.4957948e-24
ClassI_LTR_Gypsy_710	0.9999951	4.873663e-06
ClassI_LTR_Gypsy_712	1.0	5.8017488e-08
ClassI_LTR_Gypsy_714	0.99999976	2.0313628e-07
ClassI_LTR_Gypsy_715	0.99722916	0.0027708006
ClassI_LTR_Gypsy_716	1.0	2.885181e-11
ClassI_LTR_Gypsy_720	0.999972	2.8046816e-05
ClassI_LTR_Gypsy_721	1.0	2.0441984e-19
ClassI_LTR_Gypsy_722	0.99985147	0.00014855179
ClassI_LTR_Gypsy_723	1.0	2.3691803e-17
ClassI_LTR_Gypsy_724	1.0	4.446255e-14
ClassI_LTR_Gypsy_725	1.0	7.17441e-14
ClassI_LTR_Gypsy_726	1.0	4.5750583e-13
ClassI_LTR_Gypsy_727	1.0	9.729921e-11
ClassI_LTR_Gypsy_728	0.99999106	8.925478e-06
ClassI_LTR_Gypsy_729	1.0	1.5883062e-10
ClassI_LTR_Gypsy_730	1.0	3.8418953e-16
ClassI_LTR_Gypsy_731	0.9339956	0.06600433
ClassI_LTR_Gypsy_732	1.0	6.9893764e-11
ClassI_LTR_Gypsy_733	0.4477927	0.5522073
ClassI_LTR_Gypsy_734	0.9999993	7.557832e-07
ClassI_LTR_Gypsy_735	1.0	1.985735e-08
ClassI_LTR_Gypsy_737	0.9765563	0.023443641
ClassI_LTR_Gypsy_738	0.9997526	0.00024744135
ClassI_LTR_Gypsy_740	1.0	1.1418198e-12
ClassI_LTR_Gypsy_741	0.99358714	0.0064128847
ClassI_LTR_Gypsy_742	0.9999844	1.5626088e-05
ClassI_LTR_Gypsy_743	0.99999976	2.4928138e-07
ClassI_LTR_Gypsy_744	1.0	1.6219674e-09
ClassI_LTR_Gypsy_745	0.99672467	0.0032754135
ClassI_LTR_Gypsy_746	0.9939243	0.0060757315
ClassI_LTR_Gypsy_747	1.0	1.4403787e-08
ClassI_LTR_Gypsy_748	0.9693643	0.030635752
ClassI_LTR_Gypsy_749	1.0	2.5846014e-12
ClassI_LTR_Gypsy_750	1.0	2.482149e-18
ClassI_LTR_Gypsy_751	0.9962747	0.0037252854
ClassI_LTR_Gypsy_752	0.99999964	3.810218e-07
ClassI_LTR_Gypsy_753	1.0	2.271905e-13
ClassI_LTR_Gypsy_754	1.0	2.060617e-11
ClassI_LTR_Gypsy_755	1.0	2.4086543e-19
ClassI_LTR_Gypsy_756	1.0	1.0280185e-16
ClassI_LTR_Gypsy_757	0.93587875	0.06412121
ClassI_LTR_Gypsy_758	0.99999106	8.959574e-06
ClassI_LTR_Gypsy_759	1.0	1.1415736e-16
ClassI_LTR_Gypsy_761	1.0	5.8947094e-08
ClassI_LTR_Gypsy_762	1.0	6.524372e-09
ClassI_LTR_Gypsy_763	1.0	1.2235921e-13
ClassI_LTR_Gypsy_764	0.9999707	2.932082e-05
ClassI_LTR_Gypsy_765	0.99967945	0.00032060043
ClassI_LTR_Gypsy_766	1.0	3.132514e-08
ClassI_LTR_Gypsy_767	0.99937516	0.00062486174
ClassI_LTR_Gypsy_768	0.9999999	1.4274511e-07
ClassI_LTR_Gypsy_769	0.8098319	0.19016814
ClassI_LTR_Gypsy_770	0.9951416	0.0048584226
ClassI_LTR_Gypsy_771	0.9999989	1.1308055e-06
ClassI_LTR_Gypsy_773	1.0	3.0628577e-19
ClassI_LTR_Gypsy_775	1.0	7.065067e-14
ClassI_LTR_Gypsy_776	0.99995923	4.0744668e-05
ClassI_LTR_Gypsy_777	1.0	2.0180329e-12
ClassI_LTR_Gypsy_778	1.0	3.0778544e-16
ClassI_LTR_Gypsy_779	0.99423933	0.0057606287
ClassI_LTR_Gypsy_780	1.0	1.511771e-20
ClassI_LTR_Gypsy_781	1.0	6.22711e-12
ClassI_LTR_Gypsy_782	0.9898409	0.01015908
ClassI_LTR_Gypsy_783	1.0	2.887949e-08
ClassI_LTR_Gypsy_784	0.9634288	0.036571242
ClassI_LTR_Gypsy_785	0.9999659	3.4038218e-05
ClassI_LTR_Gypsy_786	1.0	2.7079621e-12
ClassI_LTR_Gypsy_787	0.99831307	0.0016870005
ClassI_LTR_Gypsy_788	1.0	1.1199587e-13
ClassI_LTR_Gypsy_789	1.0	3.2087334e-19
ClassI_LTR_Gypsy_791	0.99074405	0.009255981
ClassI_LTR_Gypsy_792	1.0	4.9672e-10
ClassI_LTR_Gypsy_793	0.9999999	7.02333e-08
ClassI_LTR_Gypsy_795	1.0	8.726442e-10
ClassI_LTR_Gypsy_796	1.0	3.3519656e-19
ClassI_LTR_Gypsy_797	1.0	1.6685188e-11
ClassI_LTR_Gypsy_798	1.0	2.0840301e-13
ClassI_LTR_Gypsy_799	1.0	1.2126743e-17
ClassI_LTR_Gypsy_800	1.0	7.485756e-12
ClassI_LTR_Gypsy_801	1.0	4.42445e-12
ClassI_LTR_Gypsy_802	1.0	4.995105e-17
ClassI_LTR_Gypsy_803	1.0	2.8113047e-09
ClassI_LTR_Gypsy_804	1.0	7.313098e-13
ClassI_LTR_Gypsy_805	1.0	1.3438954e-11
ClassI_LTR_Gypsy_806	0.9983278	0.00167222
ClassI_LTR_Gypsy_807	0.975449	0.024550928
ClassI_LTR_Gypsy_808	1.0	1.728906e-23
ClassI_LTR_Gypsy_809	1.0	5.8813586e-11
ClassI_LTR_Gypsy_810	1.0	3.9770404e-17
ClassI_LTR_Gypsy_811	0.99986684	0.00013315945
ClassI_LTR_Gypsy_812	1.0	1.118856e-11
ClassI_LTR_Gypsy_813	1.0	6.2249754e-11
ClassI_LTR_Gypsy_814	1.0	5.184816e-12
ClassI_LTR_Gypsy_815	0.99998283	1.718913e-05
ClassI_LTR_Gypsy_816	0.9999604	3.9532395e-05
ClassI_LTR_Gypsy_817	0.9996253	0.00037464217
ClassI_LTR_Gypsy_818	0.99995923	4.082604e-05
ClassI_LTR_Gypsy_819	1.0	8.3924546e-18
ClassI_LTR_Gypsy_820	1.0	1.234093e-27
ClassI_LTR_Gypsy_821	0.9988954	0.0011045281
ClassI_LTR_Gypsy_822	0.966418	0.033582017
ClassI_LTR_Gypsy_823	1.0	4.0248322e-14
ClassI_LTR_Gypsy_824	1.0	3.758459e-15
ClassI_LTR_Gypsy_827	0.9999999	1.0044656e-07
ClassI_LTR_Gypsy_828	0.99998975	1.0212615e-05
ClassI_LTR_Gypsy_829	0.9989429	0.0010570744
ClassI_LTR_Gypsy_830	1.0	6.2727236e-18
ClassI_LTR_Gypsy_832	0.9999894	1.0554545e-05
ClassI_LTR_Gypsy_833	1.0	5.75408e-21
ClassI_LTR_Gypsy_834	1.0	3.6977396e-12
ClassI_LTR_Gypsy_835	0.95215756	0.047842465
ClassI_LTR_Gypsy_836	1.0	2.9862997e-17
ClassI_nLTR_SINE_7SL_950	0.0001256786	0.99987435
ClassI_nLTR_SINE_7SL_951	0.00040141158	0.99959856
ClassI_nLTR_SINE_7SL_952	4.3792625e-06	0.9999956
ClassI_nLTR_SINE_7SL_953	3.1342406e-05	0.99996865
ClassI_nLTR_LINE_L1_954	0.010411139	0.98958886
ClassI_nLTR_LINE_L1_955	0.01819097	0.9818091
ClassI_nLTR_LINE_L1_956	0.019749826	0.9802501
ClassI_nLTR_LINE_L1_957	0.00014760844	0.9998524
ClassI_nLTR_LINE_L1_958	0.054789335	0.9452107
ClassI_nLTR_LINE_L1_959	0.017275631	0.98272437
ClassI_nLTR_LINE_L1_960	0.0007622551	0.9992378
ClassI_nLTR_LINE_L1_961	0.028269289	0.9717307
ClassI_nLTR_LINE_L1_962	0.007398685	0.99260134
ClassI_nLTR_LINE_L1_963	0.0014887672	0.99851125
ClassI_nLTR_LINE_L1_964	0.048110045	0.95188993
ClassI_nLTR_LINE_L1_965	4.403023e-06	0.9999956
ClassI_nLTR_LINE_L1_966	0.027730495	0.9722695
ClassI_nLTR_LINE_L1_967	0.0033391565	0.9966608
ClassI_nLTR_LINE_L1_968	0.11023101	0.889769
ClassI_nLTR_LINE_L1_969	1.4975404e-06	0.99999845
ClassI_nLTR_LINE_L1_970	0.13781722	0.86218274
ClassI_nLTR_LINE_L1_971	0.22391218	0.7760879
ClassI_nLTR_LINE_L1_972	1.6710535e-05	0.9999833
ClassI_nLTR_LINE_L1_973	0.004168407	0.99583155
ClassI_nLTR_LINE_L1_974	0.0036809477	0.99631906
ClassI_nLTR_LINE_L1_975	0.004120302	0.99587965
ClassI_nLTR_LINE_L1_976	7.885352e-06	0.99999213
ClassI_nLTR_LINE_L1_977	0.00094663986	0.9990533
ClassI_nLTR_LINE_L1_978	2.9509615e-06	0.999997
ClassI_nLTR_LINE_L1_979	8.675771e-05	0.9999132
ClassI_nLTR_LINE_L1_980	3.606302e-05	0.9999639
ClassI_nLTR_LINE_L1_981	4.0238743e-07	0.99999964
ClassI_nLTR_LINE_L1_982	0.03117621	0.96882373
ClassI_nLTR_LINE_L1_983	0.0173332	0.9826668
ClassI_nLTR_LINE_L1_984	0.009313382	0.9906866
ClassI_nLTR_LINE_L1_985	6.659671e-08	0.9999999
ClassI_nLTR_LINE_I_986	0.0007353391	0.99926466
ClassI_nLTR_LINE_I_987	0.22391218	0.7760879
ClassI_nLTR_LINE_I_988	0.089767955	0.9102321
ClassI_nLTR_LINE_I_989	0.22391218	0.7760879
ClassI_nLTR_DIRS_1011	0.00015786244	0.99984217
ClassI_nLTR_DIRS_1012	0.021291347	0.9787087
ClassI_nLTR_DIRS_1013	0.050871465	0.94912857
ClassI_nLTR_DIRS_1014	0.0013935261	0.9986065
ClassI_nLTR_DIRS_1015	0.00096814014	0.9990319
ClassI_nLTR_DIRS_1016	0.00055822637	0.9994418
ClassI_nLTR_DIRS_1017	0.0056945537	0.99430543
ClassI_nLTR_PLE_1042	0.0066377227	0.9933623
ClassI_nLTR_PLE_1043	0.0050630504	0.99493694
ClassI_nLTR_PLE_1044	0.20401415	0.7959858
ClassI_nLTR_PLE_1045	0.0051366007	0.99486345
ClassI_nLTR_PLE_1046	0.29676992	0.7032301
ClassI_nLTR_PLE_1047	0.067007914	0.93299204
ClassI_nLTR_PLE_1048	0.0670124	0.9329876
ClassI_nLTR_PLE_1049	0.07772061	0.9222794
ClassI_nLTR_PLE_1050	0.10723338	0.8927666
ClassI_nLTR_PLE_1052	0.09761762	0.9023824
ClassI_nLTR_PLE_1053	0.00043533416	0.9995647
ClassI_nLTR_PLE_1054	0.22391218	0.7760879
